symbol,close,demand_zone_D,demand_fresh,demand_quality,near_demand,supply_zone_D,near_supply,demand_zone_W,supply_zone_W,last_BoS,last_ChoCh,bos_dir,bull_OB,bear_OB,bull_OB_unmitigated,unfilled_bull_FVG,unfilled_bear_FVG,nearest_bull_FVG_below,nearest_bear_FVG_above,buyside_liq_above,sellside_liq_below,liquidity_swept,equal_highs,equal_lows,pd_zone,range_pos_pct,range_high,range_low,in_discount,structure_D,structure_W,structure_aligned
OMNI,508.65,"408.3-467.0 (Moderate, tested, 8.92% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bull @ 516.9 on 2026-06-30,none,bull,"483.75-498.75 (2026-06-25, mitigated)","538.8-590.1 (2026-07-01, mitigated)",False,6,0,489.95-496.2 (2026-06-30),none,none,none,none,0,0,Premium,80.3,590.1,176.25,False,ranging,ranging,True
CPPLUS,3588.4,"1428.0-1709.9 (Moderate, tested, 109.86% away)",False,Moderate,False,none,False,"2223.9-2903.5 (Moderate, FRESH, 23.59% away)",none,bull @ 2563.9 on 2026-05-26,bull @ 1680.0 on 2026-02-27,bull,"3550.0-3655.0 (2026-06-25, mitigated)",none,False,11,1,3408.0-3492.6 (2026-06-19),3589.8-3637.0 (2026-07-02),none,1450.65,none,1,2,Premium,91.9,3787.0,1348.3,False,bullish (HH/HL),ranging,False
540492,11.12,"10.45-11.22 (Moderate, tested, -0.89% away)",False,Moderate,True,"11.78-12.49 (Moderate, tested, 5.94% above)",True,"9.93-12.73 (Moderate, tested, -12.65% away)",none,bull @ 11.09 on 2026-06-30,bull @ 11.4 on 2026-06-08,bull,"10.06-10.58 (2026-06-25, UNMITIGATED)","10.86-11.36 (2026-05-20, mitigated)",True,2,8,10.63-11.16 (2026-07-01),12.19-12.68 (2026-05-14),11.98,2.95,none,1,1,Premium,67.8,14.49,4.04,False,ranging,ranging,True
SIGMAADV,548.4,none,,none,False,none,False,"248.49-354.9 (Moderate, FRESH, 54.52% away)",none,bull @ 503.9 on 2026-06-19,bull @ 178.0 on 2026-04-10,bull,"584.3-612.8 (2026-06-29, mitigated)","436.35-482.25 (2026-06-11, mitigated)",False,24,2,525.05-560.0 (2026-06-23),582.85-584.3 (2026-07-01),none,none,none,1,0,Premium,82.0,638.1,140.1,False,bullish (HH/HL),bearish (LH/LL),False
AEROFLEX,456.25,"293.3-413.6 (Moderate, tested, 10.31% away)",False,Moderate,False,none,False,"245.0-321.4 (Moderate, FRESH, 41.96% away)",none,bull @ 446.05 on 2026-06-12,bull @ 193.79 on 2026-02-09,bull,"456.0-491.9 (2026-06-16, mitigated)","398.0-458.7 (2026-05-08, mitigated)",False,6,0,449.4-456.0 (2026-06-16),none,none,none,none,1,0,Premium,82.0,521.9,158.0,False,bullish (HH/HL),ranging,False
GVPIL,873.75,"325.6-522.0 (Moderate, tested, 67.39% away)",False,Moderate,False,"773.0-867.45 (Moderate, tested, -11.53% above)",False,"531.05-748.4 (Moderate, FRESH, 16.75% away)",none,bear @ 960.0 on 2026-06-29,bear @ 960.0 on 2026-06-29,bear,"568.0-603.0 (2026-04-29, mitigated)","1024.8-1076.0 (2026-06-17, mitigated)",False,14,2,768.4-804.25 (2026-05-27),965.0-987.25 (2026-06-30),none,none,none,0,0,Premium,74.1,1084.0,270.9,False,bullish (HH/HL),bullish (HH/HL),True
STLTECH,576.8,"375.95-414.4 (Moderate, tested, 39.19% away)",False,Moderate,False,none,False,"269.5-441.15 (Moderate, FRESH, 30.75% away)",none,bear @ 577.8 on 2026-07-02,bear @ 577.8 on 2026-07-02,bear,"377.55-414.4 (2026-05-12, mitigated)",none,False,22,3,510.65-536.15 (2026-05-29),585.0-588.1 (2026-07-03),678.95,170.41,none,1,2,Premium,82.7,679.9,84.6,False,ranging,ranging,True
VENUSREM,1720.9,"664.1-800.0 (Moderate, FRESH, 115.11% away)",True,Moderate,False,none,False,"880.05-1280.05 (Moderate, FRESH, 34.44% away)",none,bull @ 1943.8 on 2026-06-25,bull @ 804.5 on 2026-03-11,bull,"1004.35-1055.0 (2026-05-21, UNMITIGATED)",none,True,16,3,1555.8-1566.8 (2026-06-08),1818.3-1833.5 (2026-07-02),none,902.3,none,1,2,Premium,77.3,2044.3,622.1,False,bullish (HH/HL),bullish (HH/HL),True
HFCL,214.48,"106.8-133.4 (Moderate, FRESH, 60.78% away)",True,Moderate,False,none,False,"69.83-119.5 (Moderate, FRESH, 79.48% away)",none,bull @ 208.98 on 2026-06-19,bull @ 71.1 on 2026-03-11,bull,"160.0-168.24 (2026-05-26, mitigated)","71.51-75.06 (2026-03-18, mitigated)",False,18,0,193.4-204.01 (2026-06-19),none,220.03,none,none,2,0,Premium,96.5,220.09,59.82,False,bullish (HH/HL),bearish (LH/LL),False
CUPID,198.84,"90.22-96.38 (Moderate, FRESH, 106.31% away)",True,Moderate,False,none,False,"111.71-137.9 (Moderate, FRESH, 44.19% away)",none,bull @ 133.92 on 2026-06-05,bull @ 133.92 on 2026-06-05,bull,"124.7-130.0 (2026-06-02, UNMITIGATED)","120.48-124.75 (2026-05-13, mitigated)",True,17,0,189.0-191.11 (2026-07-01),none,none,74.58,none,1,1,Premium,99.1,199.97,73.1,False,bullish (HH/HL),ranging,False
DEEDEV,704.35,"452.55-508.0 (Moderate, tested, 38.65% away)",False,Moderate,False,none,False,"183.0-241.89 (Moderate, tested, 191.19% away)",none,bear @ 647.0 on 2026-06-30,bear @ 647.0 on 2026-06-30,bear,"452.55-466.5 (2026-05-19, mitigated)","488.05-508.0 (2026-05-15, mitigated)",False,15,0,675.55-700.0 (2026-07-03),none,none,201.57,none,2,1,Premium,90.4,760.0,183.0,False,bullish (HH/HL),bearish (LH/LL),False
MTARTECH,7033.5,"5100.1-5749.0 (Moderate, FRESH, 22.34% away)",True,Moderate,False,"6926.0-7848.5 (Moderate, tested, -1.53% above)",False,"3356.0-5445.0 (Moderate, FRESH, 29.17% away)",none,bull @ 7848.5 on 2026-06-17,bull @ 7848.5 on 2026-06-17,bull,"6180.0-7154.0 (2026-06-11, mitigated)","7003.0-7499.0 (2026-06-09, mitigated)",False,8,2,5749.0-6457.1 (2026-05-01),7326.0-7697.0 (2026-07-03),none,3315.15,none,0,1,Premium,73.5,8714.0,2365.0,False,ranging,bullish (HH/HL),False
INDSWFTLAB,214.16,"158.01-170.95 (Moderate, FRESH, 25.28% away)",True,Moderate,False,none,False,"87.25-117.8 (Moderate, FRESH, 81.8% away)",none,bull @ 211.0 on 2026-07-03,bull @ 139.14 on 2026-05-29,bull,"160.56-165.0 (2026-06-17, UNMITIGATED)",none,True,4,0,204.3-206.86 (2026-07-03),none,none,130.8,none,2,3,Premium,97.9,216.83,89.0,False,ranging,bullish (HH/HL),False
SANGINITA,45.85,"19.84-20.64 (Moderate, FRESH, 122.14% away)",True,Moderate,False,none,False,"19.84-23.27 (Moderate, FRESH, 97.03% away)",none,bull @ 25.85 on 2026-05-21,bull @ 15.87 on 2026-03-17,bull,"10.08-12.0 (2026-02-06, mitigated)","11.1-12.0 (2026-02-04, mitigated)",False,52,0,44.08-45.85 (2026-07-03),none,none,10.09,none,2,1,Premium,100.0,45.85,10.08,False,bullish (HH/HL),bullish (HH/HL),True
ONELIFECAP,38.6,"26.22-30.25 (Moderate, tested, 27.6% away)",False,Moderate,False,none,False,"20.17-30.25 (Moderate, FRESH, 27.6% away)",none,bull @ 30.25 on 2026-06-19,bull @ 15.8 on 2026-04-23,bull,"27.59-30.25 (2026-05-29, mitigated)","28.98-29.04 (2026-05-27, mitigated)",False,11,0,35.25-36.45 (2026-07-02),none,none,14.88,none,3,1,Premium,97.5,39.25,12.99,False,bullish (HH/HL),ranging,False
UFBL,706.45,"295.0-400.8 (Moderate, FRESH, 76.26% away)",True,Moderate,False,none,False,"299.0-393.95 (Moderate, FRESH, 79.32% away)",none,bull @ 516.0 on 2026-06-08,bull @ 393.95 on 2026-05-20,bull,"455.05-487.7 (2026-06-04, UNMITIGATED)","356.65-393.95 (2026-05-08, mitigated)",True,9,0,669.3-676.2 (2026-07-03),none,none,173.88,none,0,1,Premium,96.1,728.4,172.34,False,bullish (HH/HL),ranging,False
NGLFINE,3206.0,"1280.0-1354.0 (Moderate, FRESH, 136.78% away)",True,Moderate,False,none,False,"1357.0-1800.0 (Moderate, FRESH, 78.11% away)",none,bull @ 2970.0 on 2026-06-12,bull @ 2425.0 on 2026-05-05,bull,"2678.4-2843.0 (2026-06-11, mitigated)","2472.1-2767.9 (2026-05-06, mitigated)",False,1,0,2525.0-2801.1 (2026-05-25),none,none,2196.27,none,4,3,Premium,97.2,3260.0,1357.0,False,bullish (HH/HL),ranging,False
BLISSGVS,505.95,"455.4-495.0 (Moderate, FRESH, 2.21% away)",True,Moderate,True,none,False,"264.1-304.0 (Moderate, FRESH, 66.43% away)",none,bull @ 493.75 on 2026-06-29,bull @ 219.8 on 2026-03-25,bull,"459.5-480.0 (2026-06-24, UNMITIGATED)","208.66-215.92 (2026-03-20, mitigated)",True,12,0,491.95-530.0 (2026-06-30),none,none,none,none,0,0,Premium,88.3,553.0,152.26,False,bullish (HH/HL),bullish (HH/HL),True
OMAXAUTO,231.05,"125.73-156.1 (Moderate, FRESH, 48.01% away)",True,Moderate,False,"227.79-251.12 (Moderate, tested, -1.41% above)",False,"100.3-138.4 (Moderate, FRESH, 66.94% away)",none,bear @ 218.2 on 2026-06-29,bear @ 218.2 on 2026-06-29,bear,"222.99-230.0 (2026-06-08, mitigated)","225.1-234.0 (2026-06-22, mitigated)",False,11,2,225.25-226.26 (2026-07-02),242.5-244.3 (2026-06-04),none,212.1,none,2,4,Premium,81.3,263.4,90.15,False,ranging,ranging,True
BAJAJCON,616.2,"357.55-403.9 (Moderate, FRESH, 52.56% away)",True,Moderate,False,"595.1-632.6 (Moderate, tested, -3.42% above)",False,"357.55-496.85 (Moderate, FRESH, 24.02% away)",none,bull @ 594.8 on 2026-06-16,bull @ 371.7 on 2026-04-06,bull,"475.6-497.0 (2026-05-06, UNMITIGATED)","616.15-632.6 (2026-06-19, mitigated)",True,8,0,578.45-594.5 (2026-06-30),none,none,545.9,none,2,1,Premium,95.8,632.6,242.55,False,bullish (HH/HL),bullish (HH/HL),True
NINSYS,876.6,"282.45-370.45 (Moderate, tested, 136.63% away)",False,Moderate,False,none,False,none,none,bull @ 757.2 on 2026-06-23,bull @ 314.0 on 2026-03-24,bull,"566.0-601.0 (2026-05-18, mitigated)","281.05-314.0 (2026-03-16, mitigated)",False,7,0,848.4-864.0 (2026-07-03),none,none,386.32,none,1,3,Premium,97.5,891.7,281.05,False,ranging,bearish (LH/LL),False
KSHINTL,847.55,none,,none,False,none,False,n/a (short),n/a (short),bull @ 679.0 on 2026-05-21,none,bull,"735.0-799.0 (2026-05-26, mitigated)","392.0-420.0 (2026-03-11, mitigated)",False,4,0,674.0-694.15 (2026-05-22),none,none,350.85,none,2,1,Premium,89.4,908.9,330.4,False,bullish (HH/HL),ranging,False
BHAGYANGR,371.5,"208.38-255.99 (Moderate, tested, 45.12% away)",False,Moderate,False,none,False,"92.0-102.21 (Moderate, FRESH, 263.47% away)",none,bull @ 415.2 on 2026-06-30,bull @ 152.04 on 2026-04-02,bull,"372.5-389.0 (2026-06-24, mitigated)","311.6-323.15 (2026-06-10, mitigated)",False,10,2,342.4-377.45 (2026-06-18),404.7-405.55 (2026-07-02),none,144.79,none,0,1,Premium,79.5,432.3,135.0,False,ranging,bullish (HH/HL),False
GRWRHITECH,6875.0,"3809.7-4492.3 (Moderate, FRESH, 53.04% away)",True,Moderate,False,none,False,"3571.0-4250.0 (Moderate, FRESH, 61.76% away)",none,bull @ 6166.0 on 2026-06-09,bull @ 3949.0 on 2026-04-15,bull,"5480.0-5949.5 (2026-06-03, UNMITIGATED)","4959.9-5560.0 (2026-05-07, mitigated)",True,9,0,6349.5-6358.5 (2026-06-17),none,none,2871.9,none,2,1,Premium,94.7,7109.0,2690.7,False,bullish (HH/HL),bullish (HH/HL),True
SAKAR,848.8,"520.0-635.5 (Moderate, FRESH, 33.56% away)",True,Moderate,False,none,False,"537.1-661.95 (Moderate, FRESH, 28.23% away)",none,bull @ 661.95 on 2026-05-15,bull @ 661.95 on 2026-05-15,bull,"595.0-618.45 (2026-05-14, UNMITIGATED)","812.0-827.0 (2026-06-04, mitigated)",True,3,0,709.7-750.5 (2026-05-19),none,none,504.18,none,1,2,Premium,92.2,889.95,361.0,False,ranging,bullish (HH/HL),False
ACUTAAS,3694.8,"3213.3-3319.6 (Moderate, FRESH, 11.3% away)",True,Moderate,False,none,False,"2005.7-2297.3 (Moderate, tested, 60.83% away)",none,bull @ 3444.3 on 2026-06-29,bull @ 1807.8 on 2026-01-28,bull,"3233.8-3319.6 (2026-06-24, UNMITIGATED)","2743.1-2849.9 (2026-05-13, mitigated)",True,9,0,3610.0-3656.1 (2026-07-03),none,none,2058.5,none,0,2,Premium,98.3,3730.9,1570.0,False,bullish (HH/HL),ranging,False
JNKINDIA,483.75,"212.84-249.0 (Moderate, tested, 94.28% away)",False,Moderate,False,none,False,"312.0-451.35 (Moderate, FRESH, 7.18% away)",none,bull @ 412.15 on 2026-06-04,bull @ 387.4 on 2026-05-21,bull,"416.8-451.35 (2026-06-05, UNMITIGATED)","341.0-377.05 (2026-05-20, mitigated)",True,8,1,431.75-472.65 (2026-06-10),488.0-488.2 (2026-07-03),none,201.14,none,1,1,Premium,88.9,519.0,200.92,False,ranging,bullish (HH/HL),False
EBGNG,641.15,"348.2-389.0 (Moderate, tested, 64.82% away)",False,Moderate,False,none,False,"239.0-317.9 (Moderate, FRESH, 101.68% away)",none,bull @ 454.0 on 2026-06-18,bull @ 454.0 on 2026-06-18,bull,"554.1-583.45 (2026-06-29, UNMITIGATED)","399.85-412.0 (2026-06-09, mitigated)",True,9,0,625.95-661.0 (2026-07-02),none,none,411.62,none,0,1,Premium,89.3,689.5,239.0,False,bearish (LH/LL),ranging,False
SCHNEIDER,1481.6,"1331.1-1468.7 (Moderate, tested, 0.88% away)",False,Moderate,True,none,False,"1066.2-1417.8 (Moderate, tested, 4.5% away)",none,bull @ 1468.8 on 2026-07-03,bull @ 1194.1 on 2026-06-15,bull,"1331.1-1399.0 (2026-06-25, mitigated)","1405.0-1448.5 (2026-06-23, mitigated)",False,7,0,1414.8-1423.0 (2026-07-03),none,none,1068.6,none,0,3,Premium,98.9,1492.1,571.85,False,bullish (HH/HL),bullish (HH/HL),True
CONFIPET,74.17,"62.51-70.15 (Moderate, tested, 5.73% away)",False,Moderate,True,none,False,"28.06-39.99 (Moderate, FRESH, 85.47% away)",none,bull @ 75.0 on 2026-07-01,bull @ 32.19 on 2026-03-12,bull,"62.7-67.77 (2026-06-01, mitigated)","61.69-66.0 (2026-05-19, mitigated)",False,4,0,55.41-56.05 (2026-05-12),none,none,none,none,0,0,Premium,87.8,80.57,28.06,False,ranging,ranging,True
SPORTKING,179.34,"136.5-167.89 (Moderate, tested, 6.82% away)",False,Moderate,True,none,False,"133.32-160.3 (Moderate, FRESH, 11.88% away)",none,bull @ 160.3 on 2026-05-22,bull @ 160.3 on 2026-05-22,bull,"173.81-180.0 (2026-06-23, mitigated)","112.0-115.47 (2026-03-12, mitigated)",False,6,0,164.25-164.76 (2026-05-26),none,none,none,none,0,0,Premium,84.1,198.5,78.17,False,bullish (HH/HL),ranging,False
SHADOWFAX,225.45,"117.01-136.4 (Moderate, tested, 65.29% away)",False,Moderate,False,none,False,n/a (short),n/a (short),bull @ 232.9 on 2026-07-01,bull @ 124.9 on 2026-04-10,bull,"198.41-204.2 (2026-06-05, UNMITIGATED)",none,True,6,0,205.0-210.05 (2026-06-10),none,none,none,none,0,0,Premium,89.9,239.64,98.55,False,bullish (HH/HL),ranging,False
ANTELOPUS,802.35,"527.0-649.95 (Moderate, tested, 23.45% away)",False,Moderate,False,none,False,"361.1-444.9 (Moderate, tested, 80.34% away)",none,bull @ 789.9 on 2026-06-01,bull @ 555.0 on 2026-03-30,bull,"755.05-773.0 (2026-06-16, mitigated)","879.05-915.35 (2026-06-04, mitigated)",False,2,1,717.8-740.35 (2026-05-26),863.95-886.65 (2026-06-10),none,584.2,none,0,2,Premium,77.2,933.65,357.0,False,ranging,bearish (LH/LL),False
RPTECH,757.95,"518.85-570.1 (Moderate, FRESH, 32.95% away)",True,Moderate,False,none,False,"496.8-575.0 (Moderate, FRESH, 31.82% away)",none,bull @ 574.0 on 2026-06-16,bull @ 356.0 on 2026-03-25,bull,"558.9-570.1 (2026-06-15, UNMITIGATED)","544.05-556.5 (2026-06-09, mitigated)",True,10,0,673.5-691.0 (2026-06-18),none,none,518.07,none,4,3,Premium,88.9,812.85,320.0,False,bullish (HH/HL),bullish (HH/HL),True
PAISALO,71.87,"58.11-61.0 (Moderate, FRESH, 17.82% away)",True,Moderate,False,none,False,"29.86-31.67 (Moderate, tested, 126.93% away)",none,bull @ 60.1 on 2026-06-29,bull @ 50.53 on 2026-05-29,bull,"58.11-61.0 (2026-06-30, UNMITIGATED)","59.43-60.7 (2026-06-29, mitigated)",True,8,0,61.0-70.93 (2026-07-02),none,none,35.13,none,1,1,Premium,93.3,74.9,30.0,False,ranging,bearish (LH/LL),False
YASHO,2972.9,"2401.0-2698.0 (Moderate, tested, 10.19% away)",False,Moderate,False,none,False,"1520.0-2594.5 (Moderate, FRESH, 14.58% away)",none,bull @ 3025.0 on 2026-07-01,bull @ 1571.0 on 2026-05-11,bull,"2451.2-2698.0 (2026-06-10, mitigated)","1520.0-1750.0 (2026-05-11, mitigated)",False,5,0,2579.9-2747.3 (2026-06-15),none,3025.0,1430.53,buy-side swept (bearish stop-hunt),2,1,Premium,89.9,3180.3,1130.0,False,bullish (HH/HL),ranging,False
INDOTECH,3136.7,"1277.2-1458.8 (Moderate, FRESH, 115.02% away)",True,Moderate,False,none,False,"1100.0-1885.0 (Moderate, FRESH, 66.4% away)",none,bull @ 2719.9 on 2026-06-22,bull @ 2660.0 on 2026-06-02,bull,"2721.4-2824.8 (2026-06-23, UNMITIGATED)","1273.9-1309.7 (2026-03-19, mitigated)",True,13,0,3050.5-3081.9 (2026-06-29),none,none,2520.0,none,1,3,Premium,92.6,3300.0,1100.0,False,ranging,ranging,True
SEDEMAC,2865.2,"2280.1-2492.1 (Moderate, FRESH, 14.97% away)",True,Moderate,False,none,False,n/a (short),n/a (short),bull @ 2175.0 on 2026-06-01,none,bull,"2565.4-2922.0 (2026-06-25, mitigated)","2855.0-2977.7 (2026-06-24, mitigated)",False,8,0,2745.5-2834.0 (2026-07-01),none,none,none,none,0,0,Premium,92.8,2977.7,1413.1,False,bullish (HH/HL),ranging,False
VIDYAWIRES,99.02,"52.08-65.0 (Moderate, tested, 52.34% away)",False,Moderate,False,none,False,"84.75-103.61 (Moderate, tested, -4.43% away)",none,bear @ 85.0 on 2026-06-11,bear @ 85.0 on 2026-06-11,bear,"88.12-90.58 (2026-05-22, mitigated)","107.35-112.68 (2026-06-22, UNMITIGATED)",False,9,2,93.53-99.39 (2026-06-17),102.0-104.07 (2026-06-25),103.55,84.86,none,2,5,Premium,75.0,117.35,44.06,False,ranging,ranging,True
PARKHOSPS,294.8,"251.0-278.95 (Moderate, FRESH, 5.68% away)",True,Moderate,True,none,False,n/a (short),n/a (short),bull @ 297.0 on 2026-06-30,bull @ 297.0 on 2026-06-30,bull,"254.0-259.8 (2026-06-18, UNMITIGATED)","282.15-293.8 (2026-06-09, mitigated)",True,7,0,280.75-285.6 (2026-06-23),none,none,none,none,2,0,Premium,93.8,305.0,140.71,False,ranging,ranging,True
SETL,281.75,"201.84-236.02 (Moderate, FRESH, 19.38% away)",True,Moderate,False,none,False,"127.51-160.99 (Moderate, FRESH, 75.01% away)",none,bull @ 158.9 on 2026-06-15,bull @ 145.0 on 2026-06-05,bull,"201.84-236.02 (2026-06-25, UNMITIGATED)","135.14-145.0 (2026-05-27, mitigated)",True,10,0,256.77-287.0 (2026-07-02),none,none,130.95,none,2,2,Premium,88.3,305.3,104.56,False,bullish (HH/HL),ranging,False
BALAMINES,2194.2,"1700.6-1891.3 (Moderate, tested, 16.02% away)",False,Moderate,False,none,False,"1318.3-1956.0 (Moderate, tested, 12.18% away)",none,bull @ 2185.0 on 2026-06-09,bull @ 1095.0 on 2026-04-15,bull,"1885.0-2007.0 (2026-06-29, UNMITIGATED)","1488.4-1535.0 (2026-05-07, mitigated)",True,9,0,2120.0-2156.2 (2026-07-03),none,none,1091.35,none,0,4,Premium,92.9,2288.0,968.1,False,bullish (HH/HL),bearish (LH/LL),False
AVALON,1788.3,"1050.4-1306.1 (Moderate, tested, 36.92% away)",False,Moderate,False,none,False,"921.4-1152.0 (Moderate, FRESH, 55.23% away)",none,bull @ 1688.5 on 2026-06-15,bull @ 999.0 on 2026-04-09,bull,"1441.0-1570.1 (2026-06-01, mitigated)","1610.3-1669.9 (2026-06-09, mitigated)",False,7,0,1750.3-1788.0 (2026-06-30),none,none,881.9,none,1,2,Premium,94.0,1853.0,777.3,False,bullish (HH/HL),ranging,False
SUVEN,327.6,"264.25-286.8 (Moderate, FRESH, 14.23% away)",True,Moderate,False,none,False,"196.08-229.69 (Moderate, FRESH, 42.63% away)",none,bull @ 277.15 on 2026-06-30,bull @ 146.35 on 2026-04-01,bull,"272.2-282.7 (2026-07-01, UNMITIGATED)","266.85-289.3 (2026-06-02, mitigated)",True,9,0,282.7-305.0 (2026-07-03),none,none,200.12,none,3,2,Premium,96.0,336.0,124.11,False,bearish (LH/LL),ranging,False
EMMVEE,358.95,"253.05-267.0 (Moderate, FRESH, 34.44% away)",True,Moderate,False,none,False,"247.05-299.5 (Moderate, FRESH, 19.85% away)",none,bull @ 344.7 on 2026-07-01,bull @ 284.9 on 2026-05-25,bull,"301.7-332.55 (2026-06-01, mitigated)","313.5-329.95 (2026-05-29, mitigated)",False,6,0,344.5-344.9 (2026-07-02),none,none,none,none,1,0,Premium,94.3,369.8,180.0,False,bullish (HH/HL),ranging,False
PARAS,1294.0,"968.1-1133.0 (Moderate, FRESH, 14.21% away)",True,Moderate,False,none,False,"721.0-1105.2 (Moderate, FRESH, 17.08% away)",none,bull @ 881.95 on 2026-06-04,bull @ 881.95 on 2026-06-04,bull,"1172.0-1239.2 (2026-06-29, mitigated)","855.0-882.45 (2026-05-11, mitigated)",False,8,1,1116.5-1276.25 (2026-06-18),1357.9-1360.9 (2026-06-24),none,639.55,none,2,3,Premium,82.7,1443.0,580.5,False,bullish (HH/HL),bullish (HH/HL),True
IBULLSLTD,29.3,"10.85-14.39 (Moderate, FRESH, 103.61% away)",True,Moderate,False,none,False,"9.06-12.95 (Moderate, FRESH, 126.25% away)",none,bull @ 28.65 on 2026-07-03,bull @ 22.78 on 2026-06-02,bull,"19.76-20.88 (2026-05-27, UNMITIGATED)","10.64-10.97 (2026-02-09, mitigated)",True,12,0,27.03-27.14 (2026-07-01),none,none,none,none,1,0,Premium,99.9,29.32,8.9,False,bullish (HH/HL),ranging,False
RUBICON,1307.0,"957.1-1206.7 (Moderate, tested, 8.31% away)",False,Moderate,False,none,False,"918.0-1020.0 (Moderate, FRESH, 28.14% away)",none,bull @ 1015.7 on 2026-06-01,bull @ 799.0 on 2026-03-12,bull,"1163.6-1237.2 (2026-06-09, UNMITIGATED)","1263.7-1334.0 (2026-06-04, mitigated)",True,7,0,1229.9-1282.2 (2026-06-12),none,none,763.85,none,3,2,Premium,80.8,1468.7,625.0,False,bullish (HH/HL),bullish (HH/HL),True
E2E,382.0,"243.44-263.7 (Moderate, tested, 44.86% away)",False,Moderate,False,"381.31-432.44 (Moderate, tested, -0.18% above)",False,"189.99-221.0 (Moderate, tested, 72.85% away)",none,bear @ 393.0 on 2026-06-10,bear @ 393.0 on 2026-06-10,bear,"310.71-324.3 (2026-05-15, mitigated)","416.48-432.44 (2026-06-02, mitigated)",False,12,2,369.0-371.0 (2026-06-15),396.1-397.0 (2026-07-03),none,198.65,none,1,1,Premium,69.4,469.4,183.36,False,bullish (HH/HL),ranging,False
SHILPAMED,608.95,"259.5-284.5 (Moderate, tested, 114.04% away)",False,Moderate,False,none,False,none,none,bull @ 581.0 on 2026-06-23,bull @ 365.0 on 2026-04-01,bull,"561.5-588.0 (2026-07-01, UNMITIGATED)","333.45-345.45 (2026-03-10, mitigated)",True,7,0,588.0-593.9 (2026-07-03),none,none,316.38,none,0,2,Premium,98.3,615.0,259.5,False,bullish (HH/HL),ranging,False
PARACABLES,71.12,"39.68-55.65 (Moderate, tested, 27.8% away)",False,Moderate,False,none,False,"31.8-41.39 (Moderate, FRESH, 71.83% away)",none,bull @ 72.45 on 2026-06-19,bull @ 36.0 on 2026-04-08,bull,"67.11-70.0 (2026-06-29, UNMITIGATED)","64.61-70.95 (2026-05-27, mitigated)",True,9,0,69.5-70.7 (2026-07-02),none,none,34.51,none,2,2,Premium,90.3,75.7,28.3,False,bullish (HH/HL),bearish (LH/LL),False
ATLANTAELE,1688.4,"1360.8-1617.2 (Moderate, tested, 4.4% away)",False,Moderate,True,none,False,"1508.1-1901.8 (Moderate, tested, -11.22% away)",none,bear @ 1754.1 on 2026-07-03,bear @ 1754.1 on 2026-07-03,bear,"1933.2-2034.0 (2026-06-02, mitigated)","2082.0-2152.6 (2026-06-04, UNMITIGATED)",False,5,3,1480.0-1632.4 (2026-04-24),1860.0-1866.0 (2026-06-25),none,860.77,none,1,1,Premium,67.9,2152.6,707.6,False,bearish (LH/LL),ranging,False
SYRMA,1376.0,"1048.0-1115.0 (Moderate, FRESH, 23.41% away)",True,Moderate,False,none,False,"789.3-1032.0 (Moderate, tested, 33.33% away)",none,bull @ 1080.0 on 2026-05-29,bull @ 775.55 on 2026-03-18,bull,"1212.8-1234.0 (2026-06-05, mitigated)","1426.5-1517.7 (2026-06-25, mitigated)",False,11,0,1279.9-1292.1 (2026-06-16),none,none,709.1,none,1,1,Premium,84.0,1517.7,634.5,False,bullish (HH/HL),ranging,False
BLUSPRING,123.61,"83.01-93.4 (Moderate, FRESH, 32.34% away)",True,Moderate,False,none,False,"65.3-98.3 (Moderate, FRESH, 25.75% away)",none,bull @ 119.5 on 2026-07-02,bull @ 52.9 on 2026-03-25,bull,"107.41-114.0 (2026-07-01, UNMITIGATED)","70.0-75.5 (2026-05-20, mitigated)",True,5,0,114.0-120.21 (2026-07-03),none,none,none,none,2,0,Premium,90.7,131.82,43.98,False,bullish (HH/HL),bearish (LH/LL),False
KOTYARK,38.88,"35.02-37.82 (Moderate, tested, 2.81% away)",False,Moderate,True,none,False,"35.02-41.78 (Moderate, tested, -6.95% away)",none,bull @ 39.09 on 2026-06-22,bull @ 38.27 on 2026-04-24,bull,"35.02-37.06 (2026-06-19, mitigated)","40.91-42.18 (2026-06-23, mitigated)",False,2,4,34.09-36.84 (2026-04-24),38.9-39.0 (2026-07-03),none,17.39,none,0,1,Premium,76.5,45.5,17.38,False,ranging,ranging,True
ASTRAMICRO,1848.5,"1070.1-1254.0 (Moderate, FRESH, 47.41% away)",True,Moderate,False,none,False,"1070.1-1478.8 (Moderate, FRESH, 25.0% away)",none,bull @ 1735.5 on 2026-06-30,bull @ 1040.0 on 2026-04-16,bull,"1447.4-1490.0 (2026-06-15, UNMITIGATED)","1380.0-1433.0 (2026-05-29, mitigated)",True,12,0,1724.8-1725.0 (2026-06-30),none,none,1081.2,none,0,3,Premium,99.2,1857.0,851.0,False,bullish (HH/HL),ranging,False
