rank,symbol,name,exchange,sector,cap_bucket,return_pct_final,close,scorecard,vcp_quality,vcp_status,pd_zone,structure_D,octave,ind_score_40,struct_score_25,vcp_score_20,gann_score_15,TOTAL_100,tier,audit
198,AVG,AVG Logistics Limited,NSE,Industrials,,28.35,201.59,BULLISH,No VCP,forming / still basing,Premium,ranging,4/8 (50%),18,22,5,11,56,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
199,TFCILTD,Tourism Finance Corporation of India Limited,NSE,Financial Services,,30.96,85.03,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bearish (LH/LL),8/8 (52w high),22,22,7,5,56,TIER 3,A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
200,OAL,Oriental Aromatics Limited,NSE,Basic Materials,,36.38,358.75,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),6/8 (75%),21,17,7,11,56,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
201,INDNIPPON,India Nippon Electricals Limited,NSE,Consumer Cyclical,,64.67,1213.4,BULLISH,Moderate VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),8/8 (52w high),16,17,18,5,56,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_3rd_leg:7;C_chart_pattern:3;D_above_1x1:5
202,SONAMLTD,SONAM LIMITED,NSE,Consumer Cyclical,,37.88,56.13,BULLISH,No VCP,BROKEN OUT (fresh),Premium,ranging,6/8 (75%),21,13,7,15,56,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
203,FUSION,Fusion Finance Limited,NSE,Financial Services,,31.99,225.89,BULLISH,Moderate VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),21,17,13,5,56,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5
204,GINNIFILA,Ginni Filaments Limited,NSE,Consumer Cyclical,,30.07,48.53,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),20,17,8,11,56,TIER 3,A_rsi_45_65:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
205,KSB,Ksb Limited,NSE,Industrials,,28.24,903.6,MILD BULLISH,No VCP,forming / still basing,Premium,ranging,6/8 (75%),27,9,5,15,56,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_ob_support:5;B_fvg:4;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
206,AVL,Aditya Vision Limited,NSE,Consumer Cyclical,,32.17,634.3,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,7/8 (exhaustion),27,7,12,9,55,TIER 3,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_time_cycle:4
207,SETL,Standard Engineering Technology Limited,NSE,Industrials,,116.18,281.1,BULLISH,Moderate VCP,AT PIVOT (actionable),Premium,ranging,8/8 (52w high),13,17,20,5,55,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_3rd_leg:7;C_vdu:5;D_above_1x1:5
208,MANCREDIT,Mangal Credit and Fincorp Limited,NSE,Financial Services,,42.98,233.39,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),23,17,0,15,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
209,XPROINDIA,Xpro India Limited,NSE,Basic Materials,,36.37,1397.3,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),7/8 (exhaustion),17,17,12,9,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_time_cycle:4
210,NAM-INDIA,Nippon Life India Asset Management Limited,NSE,Financial Services,,39.24,1186.5,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,8/8 (52w high),27,12,7,9,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4
211,DHANBANK,Dhanlaxmi Bank Limited,NSE,Financial Services,,35.87,33.86,BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),7/8 (exhaustion),26,12,12,5,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_liq_swept:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5
212,MAHLOG,Mahindra Logistics Limited,NSE,Industrials,,32.93,387.35,BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),6/8 (75%),19,14,7,15,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;C_3rd_leg:7;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
213,SWANDEF,Swan Defence and Heavy Industries Limited,NSE,Industrials,,27.52,2229.6,BULLISH,No VCP,AT PIVOT (actionable),Premium,bullish (HH/HL),8/8 (52w high),27,12,12,4,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_time_cycle:4
214,ANTELOPUS,Antelopus Selan Energy Limited,NSE,Energy,,86.46,820.8,BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),30,12,8,5,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
215,MARINE,Marine Electricals (India) Limited,NSE,Industrials,,37.09,249.75,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,6/8 (75%),22,10,12,11,55,TIER 3,A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_fvg:4;B_liq_swept:3;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_octave_key:3;D_room_to_run:3
216,KOVAI,Kovai Medical Center & Hospital Limited,NSE,Healthcare,,132.32,5986.0,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,bearish (LH/LL),8/8 (52w high),21,17,12,5,55,TIER 3,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_obv_up:3;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5
217,SKMEGGPROD,SKM Egg Products Export (India) Limited,NSE,Consumer Defensive,,84.9,318.95,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),21,22,3,9,55,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4
218,APCOTEXIND,Apcotex Industries Limited,NSE,Basic Materials,,51.45,529.1,BULLISH,No VCP,AT PIVOT (actionable),Premium,bearish (LH/LL),7/8 (exhaustion),31,12,7,5,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_liq_swept:3;C_3rd_leg:7;D_above_1x1:5
219,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,NSE,Consumer Cyclical,,91.49,621.3,BULLISH,Strong VCP,extended past pivot,Premium,bearish (LH/LL),8/8 (52w high),16,17,13,9,55,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5;D_time_cycle:4
220,RUBICON,Rubicon Research Limited,NSE,Healthcare,,116.86,1439.6,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),8/8 (52w high),21,17,8,9,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_adx_20_28:4;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4
221,AEQUS,Aequs Limited,NSE,Industrials,,69.21,228.38,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),15,17,8,15,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
222,SGMART,SG Mart Limited,NSE,Industrials,,93.24,635.85,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),21,22,3,9,55,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4
223,VIDYAWIRES,Vidya Wires Limited,NSE,Industrials,,106.35,94.82,MILD BEARISH,No VCP,AT PIVOT (actionable),Premium,bearish (LH/LL),6/8 (75%),18,7,15,15,55,TIER 3,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_mfi_rising_low:3;A_supertrend_green:3;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
224,HALDYNGL,Haldyn Glass Limited,NSE,,,35.93,120.03,MILD BEARISH,No VCP,AT PIVOT (actionable),Premium,ranging,6/8 (75%),16,12,12,15,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_adx_20_28:4;A_supertrend_green:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
225,ARMANFIN,Arman Financial Services Limited,NSE,Financial Services,,31.56,1958.2,BULLISH,Moderate VCP,extended past pivot,Premium,ranging,7/8 (exhaustion),16,22,8,9,55,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;D_above_1x1:5;D_time_cycle:4
226,CONSOFINVT,Consolidated Finvest & Holdings Limited,NSE,Financial Services,,81.25,279.01,BULLISH,Moderate VCP,extended past pivot,Premium,ranging,8/8 (52w high),16,22,8,9,55,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;D_above_1x1:5;D_time_cycle:4
227,ASIANENE,Asian Energy Services Limited,NSE,Energy,,41.25,356.65,BULLISH,No VCP,forming / still basing,Premium,bearish (LH/LL),7/8 (exhaustion),34,7,5,9,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4
228,WELCORP,Welspun Corp Limited,NSE,Basic Materials,,108.48,1581.5,BULLISH,No VCP,BROKEN OUT (fresh),Premium,bullish (HH/HL),8/8 (52w high),21,22,7,5,55,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
229,RUBYMILLS,The Ruby Mills Limited,NSE,Consumer Cyclical,,111.35,413.6,BULLISH,Moderate VCP,extended past pivot,Premium,ranging,8/8 (52w high),21,12,13,9,55,TIER 3,A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;D_above_1x1:5;D_time_cycle:4
230,KSL,Kalyani Steels Limited,NSE,Basic Materials,,35.32,926.05,BULLISH,Moderate VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),25,17,8,5,55,TIER 3,A_rsi_45_65:5;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;D_above_1x1:5
231,SUDEEPPHRM,Sudeep Pharma Limited,NSE,Healthcare,,59.3,862.75,MILD BULLISH,No VCP,AT PIVOT (actionable),Premium,ranging,8/8 (52w high),20,14,12,9,55,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;C_3rd_leg:7;C_vdu:5;D_above_1x1:5;D_time_cycle:4
232,J&KBANK,The Jammu & Kashmir Bank Limited,NSE,Financial Services,,77.71,182.69,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),24,22,3,5,54,TIER 3,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5
233,TIMEX,Timex Group India Limited,NSE,Consumer Cyclical,,56.19,534.0,MILD BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),7/8 (exhaustion),20,17,8,9,54,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4
234,TEJASNET,Tejas Networks Limited,NSE,Technology,,64.3,538.9,NEUTRAL,No VCP,forming / still basing,Premium,ranging,6/8 (75%),19,12,8,15,54,TIER 3,A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_adx_20_28:4;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
235,VENUSREM,Venus Remedies Limited,NSE,Healthcare,,137.98,1770.0,MILD BULLISH,No VCP,forming / still basing,Premium,ranging,7/8 (exhaustion),23,17,5,9,54,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_mfi_rising_low:3;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_vdu:5;D_above_1x1:5;D_time_cycle:4
236,RAYMONDREL,Raymond Realty Limited,NSE,Real Estate,,53.21,683.3,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),22,17,0,15,54,TIER 3,A_rsi_45_65:5;A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
237,IZMO,IZMO Limited,NSE,Technology,,70.08,1124.0,BULLISH,No VCP,BROKEN OUT (fresh),Premium,ranging,7/8 (exhaustion),25,17,7,5,54,TIER 3,A_bb_squeeze:4;A_obv_up:3;A_cci_above0:2;A_macd_bull:5;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_3rd_leg:7;D_above_1x1:5
238,SCPL,Sheetal Cool Products Limited,NSE,Consumer Defensive,,61.21,490.15,BULLISH,No VCP,forming / still basing,Premium,bullish (HH/HL),6/8 (75%),24,12,3,15,54,TIER 3,A_rsi_45_65:5;A_stoch_cross_oversold:3;A_bb_squeeze:4;A_ema_aligned:5;A_adx_20_28:4;A_supertrend_green:3;B_discount_or_demand:5;B_fvg:4;B_supply_cleared:3;C_chart_pattern:3;D_above_1x1:5;D_time_cycle:4;D_octave_key:3;D_room_to_run:3
239,GANDHAR,Gandhar Oil Refinery (India) Limited,NSE,Energy,,35.73,207.93,BULLISH,Moderate VCP,extended past pivot,Premium,ranging,8/8 (52w high),16,17,16,5,54,TIER 3,A_obv_up:3;A_cci_above0:2;A_ema_aligned:5;A_supertrend_green:3;A_atr_expanding:3;B_bull_bos:5;B_ob_support:5;B_fvg:4;B_supply_cleared:3;C_valid_vcp:8;C_vdu:5;C_chart_pattern:3;D_above_1x1:5
