symbol,name,exchange,yahoo_ticker,close,rsi,adx,macd_hist,vol_spike,dist_52wh_pct,adv_value_cr,atr_pct,prime_score,not_extended,checks,vcp_quality,vcp_status,struct,pd_zone,range_pos,near_demand,bull_bos,ob_support,gann_above_1x1,bearish_candle,last_candles,atr,pivot_entry,stop,struct_stop_ref,stop_pct,gann_T1,gann_T2,target2,rr,qty_per_10L,sec_bonus,phase7_score
KOPRAN,Kopran Limited,NSE,KOPRAN.NS,203.63,60.8,25.6,0.924,0.52,-7.02,13.43,4.81,8,False,111011111,Strong VCP,forming / still basing,bearish (LH/LL),Premium,86.3,True,True,True,True,False,NR7,9.79,216.0,198.39,179.93,8.15,230.95,246.39,270.0,3.07,567,5,13
CYIENTDLM,Cyient DLM Limited,NSE,CYIENTDLM.NS,578.65,72.0,50.3,6.164,7.1,-3.91,21.8,4.77,8,False,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,93.0,False,True,True,True,False,Bullish Marubozu;Three White Soldiers,27.63,591.0,541.27,450.75,8.41,615.56,640.62,738.75,2.97,201,5,13
IZMO,IZMO Limited,NSE,IZMO.NS,1124.0,67.5,31.2,6.19,3.5,-18.24,12.47,4.79,8,False,110111111,No VCP,BROKEN OUT (fresh),ranging,Premium,91.5,False,True,True,True,False,Inside Bar,53.88,1129.0,1032.01,911.7,8.59,1162.85,1197.2,1411.25,2.91,103,5,13
ITDC,India Tourism Development Corporation Limited,NSE,ITDC.NS,743.95,64.2,45.2,11.06,7.16,-9.27,164.78,5.75,8,False,110111111,No VCP,AT PIVOT (actionable),ranging,Premium,83.2,False,True,True,True,False,Bearish Harami;Inside Bar,42.79,820.0,742.97,582.9,9.39,848.89,878.27,1025.0,2.66,129,5,13
SHREECEM,SHREE CEMENT LIMITED,NSE,SHREECEM.NS,26515.0,56.7,24.1,24.084,1.58,-18.39,59.34,2.12,9,True,111111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,76.7,False,True,True,True,True,Evening Star;Long-legged Doji,561.83,27260.0,26248.7,24765.0,3.71,27425.36,27591.21,34075.0,6.74,9,6,12
ANTHEM,Anthem Biosciences Limited,NSE,ANTHEM.NS,777.0,56.4,13.3,0.193,4.2,-11.05,44.38,2.31,7,True,110101111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,80.3,False,False,True,True,False,Tweezer Bottom,17.95,814.8,782.48,742.5,3.97,843.59,872.89,1018.5,6.3,309,5,12
BAJFINANCE,Bajaj Finance Limited,NSE,BAJFINANCE.NS,1056.3,68.4,37.7,0.481,1.42,-4.19,859.63,2.27,7,True,110011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,99.2,False,True,False,True,False,NR4;Three White Soldiers,23.94,1056.3,1013.22,952.4,4.08,1089.05,1122.3,1320.38,6.13,232,5,12
SRF,SRF Limited,NSE,SRF.NS,2874.7,62.0,11.4,8.695,3.3,-11.83,126.87,2.41,8,True,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,71.5,True,True,True,True,True,Inside Bar;Three White Soldiers;Tweezer Top,69.35,2916.0,2791.17,2648.8,4.28,2970.25,3025.0,3645.0,5.84,80,7,12
ADANIENT,Adani Enterprises Limited,NSE,ADANIENT.NS,3160.7,59.4,26.3,-8.367,0.83,-2.6,685.63,2.53,6,False,101011110,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,94.3,False,True,True,True,False,Bullish Harami;NR7;Tweezer Bottom,79.84,3245.0,3101.29,2943.5,4.43,3302.21,3359.93,4056.25,5.65,69,6,12
CHOICEIN,Choice International Limited,NSE,CHOICEIN.NS,808.8,63.8,36.4,0.448,1.0,-6.01,70.85,2.58,7,True,110011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,86.6,True,True,True,True,True,Bearish Engulfing;Bullish Harami;Inside Bar;Long-legged Doji,20.84,846.0,808.48,705.0,4.43,875.34,905.17,1057.5,5.64,266,8,12
SONACOMS,Sona BLW Precision Forgings Limited,NSE,SONACOMS.NS,704.85,79.0,50.0,3.075,2.46,-0.51,123.13,2.51,6,False,010111110,Moderate VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,98.6,False,True,True,True,False,none,17.7,704.85,672.98,608.3,4.52,731.65,758.95,881.06,5.53,313,6,12
HDBFS,HDB Financial Services Limited,NSE,HDBFS.NS,732.5,52.5,22.3,-2.941,5.03,-10.94,50.91,2.78,7,True,001111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,76.6,False,True,False,True,False,none,20.37,786.55,749.88,713.05,4.66,814.85,843.64,983.19,5.36,272,5,12
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE,FLUOROCHEM.NS,4144.9,69.9,20.8,15.22,4.53,-0.6,46.05,2.75,8,True,111111110,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,98.0,True,True,True,True,True,Bullish Pin Bar;Doji;Hanging Man;Outside Bar;Tweezer Top,114.0,4150.0,3944.81,3791.9,4.94,4214.67,4279.84,5187.5,5.06,48,7,12
BASF,BASF India Limited,NSE,BASF.NS,3723.0,58.4,18.1,17.089,1.19,-29.22,9.86,2.96,7,True,111011101,No VCP,AT PIVOT (actionable),ranging,Premium,62.1,True,True,False,False,False,Bearish Harami;Inside Bar;NR4;Three White Soldiers,110.37,3863.9,3665.23,3429.3,5.14,3926.31,3989.22,4829.88,4.86,50,5,12
SAILIFE,Sai Life Sciences Limited,NSE,SAILIFE.NS,1272.0,60.0,27.4,1.273,0.94,-2.15,72.91,2.96,7,False,111011110,Moderate VCP,BROKEN OUT (fresh),ranging,Premium,94.6,False,True,False,True,False,Bearish Harami;Inside Bar;Outside Bar,37.64,1300.0,1232.24,1185.2,5.21,1336.31,1373.11,1625.0,4.8,147,5,12
PNGJL,P N Gadgil Jewellers Limited,NSE,PNGJL.NS,591.75,61.8,27.6,4.504,1.62,-19.64,22.87,3.07,9,True,111111111,No VCP,AT PIVOT (actionable),ranging,Discount,38.0,False,True,False,True,True,Bullish Pin Bar;Hanging Man;NR7,18.18,611.0,578.27,526.0,5.36,635.97,661.44,763.75,4.67,305,6,12
AGARWALEYE,Dr. Agarwal's Health Care Limited,NSE,AGARWALEYE.NS,485.9,55.7,24.0,0.64,2.4,-14.45,3.99,3.14,9,True,111111111,No VCP,AT PIVOT (actionable),ranging,Premium,81.6,True,True,False,True,True,Hanging Man;Outside Bar,15.24,505.0,477.56,463.0,5.43,527.72,550.94,631.25,4.6,364,6,12
AARTIDRUGS,Aarti Drugs Limited,NSE,AARTIDRUGS.NS,422.3,75.2,37.7,4.375,3.79,-25.13,6.79,3.11,7,True,010111111,No VCP,extended past pivot,ranging,Premium,88.9,True,True,True,True,False,Bullish Harami;Bullish Pin Bar;Doji;NR4,13.15,435.25,411.58,368.55,5.44,456.36,477.98,544.06,4.6,422,5,12
DIXON,Dixon Technologies (India) Limited,NSE,DIXON.NS,14329.0,72.0,30.9,141.687,3.42,-22.42,811.37,3.17,8,True,110111111,No VCP,extended past pivot,bullish (HH/HL),Premium,93.0,False,True,True,True,False,Bearish Harami;Inside Bar,454.3,14685.0,13867.26,11716.0,5.57,14806.43,14928.36,18356.25,4.49,12,4,12
MONARCH,Monarch Networth Capital Limited,NSE,MONARCH.NS,360.55,61.6,23.3,0.606,1.8,-9.59,5.14,3.28,9,True,111111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,92.3,False,True,True,True,True,Bearish Engulfing;Tweezer Top,11.82,370.95,349.67,332.2,5.74,390.46,410.47,463.69,4.36,469,6,12
ARKADE,Arkade Developers Limited,NSE,ARKADE.NS,139.66,70.4,45.9,1.175,9.25,-34.64,5.86,3.28,8,True,110111111,No VCP,AT PIVOT (actionable),ranging,Premium,93.4,True,True,True,True,True,NR7;Outside Bar;Three Black Crows;Tweezer Top,4.58,143.0,134.76,114.61,5.76,155.21,167.92,178.75,4.34,1213,7,12
RGL,Renaissance Global Limited,NSE,RGL.NS,120.5,61.7,34.7,-0.258,0.84,-18.53,6.82,3.3,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,56.4,False,True,True,True,False,NR7;Outside Bar,3.98,123.75,116.59,112.01,5.79,135.12,147.0,154.69,4.32,1396,6,12
UJJIVANSFB,Ujjivan Small Finance Bank Limited,NSE,UJJIVANSFB.NS,64.88,63.2,42.5,0.432,2.09,-4.59,80.5,3.47,8,True,110111111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.4,False,True,True,True,True,Bearish Engulfing;Bullish Pin Bar;Doji;NR7,2.25,67.45,63.4,55.41,6.0,75.91,84.88,84.88,4.3,2469,7,12
KOLTEPATIL,Kolte - Patil Developers Limited,NSE,KOLTEPATIL.NS,387.45,60.8,22.6,2.544,6.6,-19.93,2.08,3.35,8,True,111101111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,82.2,True,True,True,True,True,Bearish Engulfing;Bullish Engulfing;Outside Bar;Tweezer Top,12.99,402.5,379.12,353.6,5.81,422.81,443.62,503.12,4.3,427,7,12
GRAVITA,Gravita India Limited,NSE,GRAVITA.NS,1818.2,60.3,23.2,7.881,1.3,-6.71,39.88,3.32,8,True,111011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,91.4,True,True,True,True,True,Bearish Harami;Evening Star;Hanging Man;Tweezer Top,60.41,1870.0,1761.26,1612.6,5.81,1913.49,1957.49,2337.5,4.3,91,7,12
PCBL,PCBL Chemical Limited,NSE,PCBL.NS,320.8,56.7,26.6,-0.126,1.63,-25.4,43.78,3.33,8,True,101111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,90.5,True,True,True,True,True,Tweezer Top,10.67,328.2,309.0,295.0,5.85,346.57,365.43,410.25,4.27,520,7,12
GRAPHITE,Graphite India Limited,NSE,GRAPHITE.NS,644.65,53.0,20.9,7.839,2.44,-19.66,77.9,3.65,7,True,011111011,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Discount,35.4,True,True,False,False,False,Inside Bar;Morning Star;Outside Bar;Tweezer Bottom,23.5,665.9,623.59,570.0,6.35,691.96,718.51,832.38,3.93,236,5,12
INDIAGLYCO,India Glycols Limited,NSE,INDIAGLYCO.NS,1159.3,75.9,28.8,13.407,5.45,-5.13,13.77,3.57,8,True,011111111,No VCP,BROKEN OUT (fresh),ranging,Premium,92.3,True,True,True,True,True,Inside Bar;Long-legged Doji;NR4;Three White Soldiers;Tweezer,41.43,1170.4,1095.82,915.0,6.37,1204.86,1239.82,1463.0,3.92,134,7,12
ACUTAAS,Acutaas Chemicals Limited,NSE,ACUTAAS.NS,3619.4,63.7,36.8,-7.435,0.74,-3.22,134.55,3.67,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,94.3,False,True,True,True,False,Three White Soldiers;Tweezer Bottom,132.95,3740.0,3500.69,3170.2,6.4,3801.41,3863.31,4675.0,3.91,41,6,12
HEG,HEG Limited,NSE,HEG.NS,587.35,61.1,20.8,9.578,3.07,-14.88,67.69,3.73,8,True,111111011,No VCP,BROKEN OUT (fresh),bearish (LH/LL),Equilibrium,53.2,True,True,True,True,True,Bearish Engulfing;Inside Bar,21.9,616.0,576.58,509.1,6.4,641.07,666.64,770.0,3.91,253,7,12
SUMICHEM,Sumitomo Chemical India Limited,NSE,SUMICHEM.NS,538.55,68.3,28.2,9.132,1.85,-19.02,54.47,3.66,9,True,111111111,No VCP,BROKEN OUT (fresh),ranging,Premium,94.0,False,True,True,True,True,Evening Star;Long-legged Doji;Outside Bar,19.71,549.75,514.27,411.55,6.45,573.45,597.64,687.19,3.87,281,6,12
SAREGAMA,Saregama India Limited,NSE,SAREGAMA.NS,494.85,59.1,43.0,-1.245,0.19,-4.84,185.98,3.77,6,False,100011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,92.6,False,True,True,True,False,Inside Bar;NR7;Outside Bar,18.66,509.9,476.31,443.35,6.59,532.73,556.06,637.38,3.8,297,6,12
ZYDUSWELL,Zydus Wellness Limited,NSE,ZYDUSWELL.NS,586.45,59.0,35.1,-0.146,0.83,-3.54,46.75,3.81,6,False,100011111,Moderate VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,91.0,True,True,False,True,False,Bearish Harami;Inside Bar;Morning Star,22.35,608.0,567.77,502.85,6.62,632.91,658.32,760.0,3.78,248,6,12
BLSE,BLS E-Services Limited,NSE,BLSE.NS,274.37,73.2,58.1,0.778,2.31,-4.03,17.76,3.87,8,False,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,92.9,False,True,False,True,False,none,10.62,285.9,266.79,223.56,6.68,303.06,320.72,357.38,3.74,523,4,12
ALGOQUANT,Algoquant Fintech Limited,NSE,ALGOQUANT.NS,64.55,71.2,26.4,0.749,3.53,-9.1,8.39,4.0,8,False,111111101,No VCP,extended past pivot,ranging,Premium,88.2,True,True,True,True,False,Morning Star;Outside Bar,2.58,65.99,61.35,54.81,7.03,74.36,83.24,83.24,3.72,2155,4,12
HSCL,Himadri Speciality Chemical Limited,NSE,HSCL.NS,741.55,68.9,17.4,5.291,2.32,-0.4,801.9,3.77,7,False,110111110,No VCP,BROKEN OUT (fresh),ranging,Premium,99.1,False,True,True,True,False,Three White Soldiers,27.94,741.55,691.25,630.05,6.78,769.03,797.01,926.94,3.69,198,5,12
BOROSCI,Borosil Scientific Limited,NSE,BOROSCI.NS,160.75,55.0,44.4,-1.214,0.99,-15.75,5.08,4.37,6,True,100011111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,76.2,True,True,False,True,False,Bullish Pin Bar;Doji;Inside Bar;Long-legged Doji;NR7,7.02,180.8,168.16,153.01,6.99,194.5,208.69,226.0,3.58,791,6,12
AURUM,Aurum PropTech Limited,NSE,AURUM.NS,239.28,66.4,47.0,0.681,12.83,-9.58,5.54,4.46,8,False,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,77.5,False,True,False,True,False,Inside Bar;NR4,10.67,264.64,245.43,201.99,7.26,281.16,298.18,330.8,3.44,520,4,12
VAIBHAVGBL,Vaibhav Global Limited,NSE,VAIBHAVGBL.NS,262.07,66.5,27.4,1.507,2.0,-10.63,10.33,4.16,9,True,111111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,93.6,False,True,True,True,True,Bullish Engulfing;NR7;Outside Bar;Shooting Star,10.91,266.4,246.76,226.51,7.37,282.97,300.04,333.0,3.39,509,6,12
AZAD,Azad Engineering Limited,NSE,AZAD.NS,2329.7,57.3,26.0,16.228,1.94,-7.92,117.52,4.5,9,False,111111111,No VCP,forming / still basing,ranging,Premium,82.9,True,True,False,True,False,Inside Bar;NR7,104.82,2530.0,2341.32,1959.0,7.46,2580.55,2631.6,3162.5,3.35,52,3,12
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Limited,NSE,AMIRCHAND.NS,185.11,73.3,46.9,2.182,1.97,-7.44,10.9,4.23,7,False,110111101,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,82.1,False,True,True,True,False,Bullish Marubozu;Morning Star,7.83,185.11,171.01,126.54,7.62,198.97,213.32,231.39,3.28,709,5,12
ECLERX,eClerx Services Limited,NSE,ECLERX.NS,1979.8,82.9,27.9,51.235,8.94,-20.73,62.54,4.27,8,True,011111111,No VCP,extended past pivot,bearish (LH/LL),Premium,56.0,False,True,True,True,False,Bullish Engulfing,84.52,1979.8,1827.66,1320.0,7.68,2024.54,2069.79,2474.75,3.25,65,4,12
INDIANHUME,Indian Hume Pipe Company Limited,NSE,INDIANHUME.NS,398.05,67.0,36.4,6.256,18.63,-15.25,7.93,4.68,8,True,110111111,No VCP,AT PIVOT (actionable),ranging,Premium,77.7,True,True,True,True,True,Bearish Engulfing,18.64,432.0,398.44,316.0,7.77,453.03,474.57,540.0,3.22,297,7,12
UNIMECH,Unimech Aerospace and Manufacturing Limited,NSE,UNIMECH.NS,1282.8,65.1,31.9,6.768,5.33,-3.04,15.81,4.63,8,False,110111111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,93.6,False,True,False,True,False,Inside Bar;Three White Soldiers,59.36,1323.0,1216.15,1065.6,8.08,1359.62,1396.75,1653.75,3.1,93,4,12
ORIENTTECH,Orient Technologies Limited,NSE,ORIENTTECH.NS,276.88,59.7,20.2,3.65,21.36,-40.68,22.37,4.95,6,True,111111000,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Discount,39.2,True,True,True,False,False,NR4,13.72,303.4,278.71,242.82,8.14,321.07,339.24,379.25,3.07,405,6,12
SGMART,SG Mart Limited,NSE,SGMART.NS,635.85,56.5,31.5,1.544,4.96,-7.58,29.11,4.93,8,False,110111111,No VCP,forming / still basing,bullish (HH/HL),Premium,85.4,True,True,True,True,False,Inside Bar;NR7,31.35,688.0,631.57,575.65,8.2,714.48,741.46,860.0,3.05,177,4,12
NITCO,Nitco Limited,NSE,NITCO.NS,110.86,56.1,20.5,-0.661,1.58,-24.85,14.6,5.16,8,True,101111111,No VCP,forming / still basing,bullish (HH/HL),Premium,84.6,True,False,True,True,False,Morning Star,5.72,119.4,109.1,102.63,8.63,130.58,142.25,149.25,2.9,970,4,12
KMEW,Knowledge Marine & Engineering Works Limited,NSE,KMEW.NS,2404.9,60.9,21.6,5.621,1.67,-5.32,27.73,5.07,9,False,111111111,Moderate VCP,BROKEN OUT (fresh),ranging,Premium,88.1,False,True,True,True,True,Bullish Pin Bar;Hanging Man;Inside Bar,121.95,2540.0,2320.49,2094.6,8.64,2590.65,2641.8,3175.0,2.89,45,6,12
OMAXE,Omaxe Limited,NSE,OMAXE.NS,93.5,63.8,56.1,1.193,3.42,-15.0,16.07,5.45,8,True,110111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,79.7,True,True,True,True,True,Bullish Pin Bar;Doji;NR7;Three Black Crows,5.1,101.0,91.82,76.97,9.09,111.3,122.1,126.25,2.75,1089,7,12
LANDMARK,Landmark Cars Limited,NSE,LANDMARK.NS,526.25,72.1,40.6,8.372,26.65,-20.6,56.01,5.48,8,True,110111111,No VCP,extended past pivot,bearish (LH/LL),Premium,82.1,False,True,True,True,False,Outside Bar,28.81,566.95,515.08,415.2,9.15,591.01,615.57,708.69,2.73,192,4,12
PRAVEG,Praveg Limited,NSE,PRAVEG.NS,264.62,58.6,21.4,3.362,15.48,-18.58,2.59,5.67,7,False,111111001,No VCP,BROKEN OUT (fresh),ranging,Equilibrium,47.3,False,True,True,True,False,Bearish Harami;Inside Bar,15.01,284.0,256.98,221.15,9.51,301.1,318.7,355.0,2.63,370,5,12
PIDILITIND,Pidilite Industries Limited,NSE,PIDILITIND.NS,1566.1,50.5,30.7,-9.029,1.62,-3.73,130.49,1.93,6,True,000111111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,83.5,False,False,True,True,False,Bullish Harami;NR7;Tweezer Bottom,30.18,1626.7,1572.38,1547.4,3.34,1667.28,1708.36,2033.38,7.49,184,5,11
SANOFI,Sanofi India Limited,NSE,SANOFI.NS,3414.2,56.2,19.7,-5.796,1.94,-43.52,8.24,2.03,6,True,101111100,No VCP,AT PIVOT (actionable),bullish (HH/HL),Discount,32.8,False,True,False,False,False,Bullish Pin Bar;Dragonfly Doji;Hammer;Inside Bar;Three White,69.3,3488.9,3364.16,3330.0,3.58,3548.22,3608.03,4361.12,6.99,80,5,11
DIVISLAB,Divi's Laboratories Limited,NSE,DIVISLAB.NS,7247.5,70.0,32.6,60.919,2.86,-1.93,260.57,2.04,7,True,110111110,No VCP,BROKEN OUT (fresh),ranging,Premium,91.8,True,True,True,True,True,Evening Star;Long-legged Doji,147.71,7390.0,7124.12,6530.5,3.6,7476.22,7562.93,9237.5,6.95,37,7,11
BAJAJ-AUTO,Bajaj Auto Limited,NSE,BAJAJ-AUTO.NS,10443.0,61.6,19.4,60.228,2.72,-3.61,378.81,2.03,9,True,111111111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,82.3,True,True,False,False,True,Long-legged Doji;NR7;Three White Soldiers;Tweezer Top,211.48,10443.0,10062.33,9501.0,3.65,10545.44,10648.38,13053.75,6.86,26,5,11
SUNDRMFAST,Sundram Fasteners Limited,NSE,SUNDRMFAST.NS,965.35,72.5,20.1,0.957,0.97,-9.95,8.3,2.09,8,True,111011111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,81.5,True,True,False,True,True,Bearish Harami;Bullish Engulfing;Hanging Man;Inside Bar;Morn,20.18,973.0,936.68,865.3,3.73,1004.44,1036.39,1216.25,6.7,275,6,11
DALBHARAT,Dalmia Bharat Limited,NSE,DALBHARAT.NS,1823.2,60.6,18.2,11.674,1.83,-26.96,53.86,2.36,7,True,111111001,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Discount,33.3,False,True,True,True,True,Bullish Pin Bar;Doji;Hanging Man;NR7,43.0,1840.5,1763.1,1671.1,4.21,1883.65,1927.3,2300.62,5.94,129,7,11
TVSHLTD,TVS Holdings Limited,NSE,TVSHLTD.NS,13942.0,52.7,24.0,2.972,3.83,-14.45,5.74,2.55,7,True,011110111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Discount,32.6,True,True,True,True,True,Bullish Pin Bar;Evening Star;Hammer;Inverted Hammer,355.18,14850.0,14210.68,13155.0,4.31,14972.11,15094.72,18562.5,5.81,15,7,11
PGHL,Procter & Gamble Health Limited,NSE,PGHL.NS,6799.5,68.9,53.4,27.304,1.47,-2.52,17.86,2.46,6,True,110011110,Moderate VCP,AT PIVOT (actionable),ranging,Premium,92.3,True,True,True,True,True,Bullish Pin Bar;Doji;Hanging Man;Inside Bar;NR7;Three Black ,167.55,6975.0,6673.41,6180.0,4.32,7058.77,7143.03,8718.75,5.78,33,8,11
CONCOR,Container Corporation of India Limited,NSE,CONCOR.NS,486.9,56.6,20.8,2.607,7.17,-22.1,94.76,2.48,7,True,111111001,No VCP,AT PIVOT (actionable),ranging,Premium,55.7,True,True,True,True,True,NR7;Three Black Crows,12.1,496.9,475.13,448.45,4.38,519.44,542.48,621.12,5.71,459,7,11
MANKIND,Mankind Pharma Limited,NSE,MANKIND.NS,2484.2,50.1,34.6,-4.739,2.12,-7.82,148.47,2.6,6,True,000111111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,78.8,True,True,True,True,True,Evening Star;Inside Bar;NR7;Outside Bar;Tweezer Top,64.48,2639.0,2522.94,2404.1,4.4,2690.62,2742.74,3298.75,5.68,86,8,11
SUMEETINDS,Sumeet Industries Limited,NSE,SUMEETINDS.NS,33.98,83.5,48.7,0.381,2.76,-16.1,11.16,3.72,7,True,010111111,No VCP,extended past pivot,bearish (LH/LL),Premium,98.2,False,True,True,True,False,Three White Soldiers,1.27,33.98,31.7,25.85,6.71,40.06,46.64,46.64,5.55,4385,4,11
MOTHERSON,Samvardhana Motherson International Limited,NSE,MOTHERSON.NS,144.17,51.4,21.1,-0.653,1.26,-7.14,331.02,2.75,6,True,001011111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,78.9,False,True,False,False,False,none,3.97,155.25,148.11,136.71,4.6,167.96,181.17,194.06,5.44,1400,5,11
PHOENIXLTD,The Phoenix Mills Limited,NSE,PHOENIXLTD.NS,2075.8,61.1,44.2,-1.233,1.88,-4.33,123.08,2.7,7,True,100111111,Moderate VCP,AT PIVOT (actionable),ranging,Premium,86.7,False,True,True,True,True,Bearish Marubozu;Three Black Crows,55.99,2169.8,2069.02,1840.2,4.64,2216.63,2263.96,2712.25,5.38,99,7,11
GRANULES,Granules India Limited,NSE,GRANULES.NS,880.8,67.1,44.8,3.569,1.37,-3.21,99.05,2.69,7,False,110011111,Moderate VCP,extended past pivot,bullish (HH/HL),Premium,92.2,False,True,True,True,False,none,23.72,910.0,867.3,758.5,4.69,940.42,971.33,1137.5,5.33,234,4,11
INDIASHLTR,India Shelter Finance Corporation Limited,NSE,INDIASHLTR.NS,815.35,61.9,19.2,4.61,1.48,-19.41,7.21,2.66,7,True,111010111,No VCP,AT PIVOT (actionable),bullish (HH/HL),Premium,79.2,True,True,True,True,True,NR7;Tweezer Top,21.72,829.25,790.16,755.75,4.71,858.3,887.84,1036.56,5.3,255,7,11
CENTURYPLY,Century Plyboards (India) Limited,NSE,CENTURYPLY.NS,796.05,62.7,19.2,3.435,1.73,-7.33,6.78,2.69,8,True,111101111,No VCP,BROKEN OUT (fresh),bullish (HH/HL),Premium,73.8,True,True,False,True,True,Inside Bar;Outside Bar;Tweezer Top,21.39,813.7,775.2,735.0,4.73,842.48,871.75,1017.12,5.28,259,6,11
CARERATING,CARE Ratings Limited,NSE,CARERATING.NS,1669.4,52.3,12.3,1.326,0.6,-10.11,9.15,2.76,6,True,010011111,No VCP,AT PIVOT (actionable),bearish (LH/LL),Premium,62.1,True,False,False,True,False,Inside Bar;Long-legged Doji;NR7;Outside Bar,46.14,1750.0,1666.94,1595.1,4.75,1792.08,1834.67,2187.5,5.27,120,5,11
GODREJPROP,Godrej Properties Limited,NSE,GODREJPROP.NS,2102.1,67.2,37.4,7.509,2.08,-12.7,128.91,2.74,8,True,110111111,No VCP,AT PIVOT (actionable),ranging,Premium,91.0,False,True,True,True,True,Bearish Pin Bar;Shooting Star;Three Black Crows,57.58,2168.3,2064.65,1779.0,4.78,2215.12,2262.43,2710.38,5.23,96,6,11
