symbol,mcap_cr,yahoo_ticker,name,exchange,CMP,dist_52wh_pct,rsi,adx,above_ema200,above_ema50,vol_drying,vol_spike10,base_depth_pct,weeks_base,cmf,macd_hist,confA_macd,confB_cmf,confC_obv,confE_vcp,confF_no_supply,gannG_sq9,gannH_cycle,next_resistance,vcp_contractions
SHRIRAMFIN,217225.08,SHRIRAMFIN.NS,Shriram Finance Limited,NSE,923.3,16.67,43.5,18.3,True,False,True,False,16.4,90.6,-0.097,-1.413,False,False,False,False,True,True,False,945.9,3
SHRIRAMPPS,1503.12,SHRIRAMPPS.NS,Shriram Properties Limited,NSE,88.18,16.48,53.2,28.8,True,True,False,True,24.2,88.0,-0.352,-0.213,False,False,True,True,False,False,True,90.4,3
SHYAMMETL,27920.16,SHYAMMETL.NS,Shyam Metalics and Energy Limited,NSE,1001.3,1.25,71.0,34.3,True,True,False,True,20.9,84.2,0.143,3.367,False,True,False,False,True,True,True,1014.0,3
SIGMAADV,7681.41,SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,NSE,435.8,6.84,73.4,69.4,True,True,False,True,64.5,83.6,0.343,4.135,False,True,False,True,True,True,False,467.8,3
SHILPAMED,10497.85,SHILPAMED.NS,Shilpa Medicare Limited,NSE,538.05,0.91,77.3,62.2,True,True,False,True,27.0,84.0,0.009,1.897,False,True,False,False,True,True,True,543.0,3
SIGNATURE,11415.09,SIGNATURE.NS,Signatureglobal (India) Limited,NSE,812.55,37.95,44.4,16.6,False,False,True,True,15.7,86.4,-0.229,-1.858,True,False,False,False,True,True,True,836.95,3
SIEMENS,131832.25,SIEMENS.NS,Siemens Limited,NSE,3700.8,6.01,50.4,15.5,True,True,False,True,17.9,84.6,0.119,-13.687,False,True,True,False,True,True,True,3895.5,3
SHRIPISTON,14999.63,SHRIPISTON.NS,Shriram Pistons & Rings Limited,NSE,3406.1,9.53,52.0,18.4,True,True,True,False,16.7,90.2,-0.038,8.669,False,False,False,True,True,True,True,3638.0,3
SHK,1738.57,SHK.NS,S H Kelkar and Company Limited,NSE,125.52,54.44,37.5,20.0,False,False,True,True,25.0,88.2,-0.296,-0.666,False,False,False,True,True,True,True,129.9,3
SHREERAMA,583.92,SHREERAMA.NS,Shree Rama Multi-Tech Limited,NSE,43.6,39.44,44.8,10.4,False,False,True,False,29.6,91.0,-0.096,0.177,False,False,False,True,True,False,False,44.9,3
SHREDIGCEM,1046.62,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,NSE,70.87,34.2,45.2,19.7,False,False,True,True,14.9,88.0,-0.283,-0.168,True,False,False,True,True,False,True,72.99,3
SIGACHI,823.84,SIGACHI.NS,Sigachi Industries Limited,NSE,21.47,63.97,54.5,12.2,False,True,True,False,20.2,90.4,0.103,0.122,False,True,True,True,False,False,True,22.36,3
SHOPERSTOP,3939.71,SHOPERSTOP.NS,Shoppers Stop Limited,NSE,358.0,39.19,61.6,36.3,False,True,True,False,23.7,88.2,0.045,1.331,False,True,True,True,False,True,True,373.75,3
SAKAR,,SAKAR.NS,Sakar Healthcare Limited,NSE,773.2,11.26,57.3,44.7,True,True,False,True,40.3,84.8,0.141,-2.396,False,True,False,False,True,True,True,829.6,3
SHREEPUSHK,1167.07,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,NSE,359.35,24.51,47.8,15.2,True,True,True,False,23.0,88.0,-0.168,-0.752,True,False,True,True,True,True,True,363.0,3
SALSTEEL,663.37,SALSTEEL.NS,S.A.L. Steel Limited,NSE,60.77,7.22,58.4,19.8,True,True,True,False,38.2,83.2,0.278,0.037,False,True,False,True,True,False,False,63.0,3
SAMBHV,3111.73,SAMBHV.NS,Sambhv Steel Tubes Limited,NSE,105.71,29.24,41.6,21.3,True,False,False,False,28.5,79.8,-0.568,-0.404,True,False,False,True,True,True,True,106.6,3
SAKSOFT,1791.88,SAKSOFT.NS,Saksoft Limited,NSE,143.23,43.61,51.2,20.5,False,True,False,True,18.0,87.8,-0.154,-0.045,False,False,True,False,True,True,True,149.0,3
SALZERELEC,1095.45,SALZERELEC.NS,Salzer Electronics Limited,NSE,619.05,36.01,42.9,21.5,False,False,False,True,28.0,87.6,-0.164,-8.061,True,False,False,True,False,True,True,646.7,3
SAMHI,3593.03,SAMHI.NS,Samhi Hotels Limited,NSE,162.05,36.33,53.1,23.7,False,True,True,True,17.7,85.6,0.025,1.017,False,True,False,True,True,True,True,164.3,3
SAMMAANCAP,21340.33,SAMMAANCAP.NS,Sammaan Capital Limited,NSE,184.28,4.49,78.2,37.9,True,True,False,False,29.9,84.0,0.151,2.549,False,True,False,False,False,True,True,191.2,3
SAILIFE,25161.1,SAILIFE.NS,Sai Life Sciences Limited,NSE,1186.4,0.3,64.5,18.3,True,True,False,False,20.7,84.0,0.369,-0.447,True,True,False,True,True,True,False,1190.0,3
SAIL,78657.61,SAIL.NS,Steel Authority of India Limited,NSE,190.56,9.13,46.2,31.0,True,True,False,False,23.3,87.2,0.147,-1.779,False,True,False,True,True,True,False,202.35,3
SAGILITY,18739.36,SAGILITY.NS,SAGILITY LIMITED,NSE,40.02,30.87,39.8,11.9,False,False,True,False,12.4,87.8,-0.16,-0.206,False,False,False,False,False,False,True,41.59,3
RVNL,49133.5,RVNL.NS,Rail Vikas Nigam Limited,NSE,235.61,46.79,20.7,37.8,False,False,False,True,25.4,91.0,-0.393,-3.099,True,False,False,False,True,True,False,273.4,3
SANDHAR,4235.02,SANDHAR.NS,Sandhar Technologies Limited,NSE,703.1,5.63,70.6,38.3,True,True,False,True,37.1,84.2,0.243,6.421,False,True,False,False,True,True,True,720.0,3
SANDUMA,10820.69,SANDUMA.NS,Sandur Manganese & Iron Ores Limited,NSE,222.86,18.37,48.6,15.6,True,True,True,False,23.5,88.0,-0.289,-1.803,False,False,True,True,True,True,True,225.99,3
SBICARD,56120.93,SBICARD.NS,SBI Cards and Payment Services Limited,NSE,589.6,42.6,22.9,27.8,False,False,True,True,16.2,90.8,-0.117,-2.151,False,False,False,False,True,True,False,631.8,3
SBFC,10292.13,SBFC.NS,SBFC Finance Limited,NSE,92.96,24.42,51.4,25.0,False,True,True,True,14.6,90.6,-0.032,0.142,False,False,True,True,False,False,True,94.5,3
SCHNEIDER,28061.25,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,NSE,1172.2,17.32,44.4,27.5,True,True,False,True,31.9,85.4,0.167,-32.907,False,True,False,False,True,True,True,1355.0,3
SBC,1764.76,SBC.NS,SBC Exports Limited,NSE,37.1,8.28,56.2,21.7,True,True,False,False,20.2,85.0,-0.074,-0.181,False,False,False,False,False,False,True,40.15,3
SBILIFE,178975.83,SBILIFE.NS,SBI Life Insurance Company Limited,NSE,1782.8,16.38,37.4,17.1,False,False,True,False,11.6,91.2,-0.137,-9.6,False,False,False,True,True,True,True,1800.9,3
SBIN,902523.63,SBIN.NS,State Bank of India,NSE,977.7,20.81,45.1,26.0,False,False,True,False,16.7,90.8,-0.082,5.708,False,False,False,True,False,True,True,984.45,3
SCI,14097.41,SCI.NS,Shipping Corporation Of India Limited,NSE,302.65,17.93,48.2,21.8,True,True,True,False,36.2,87.8,-0.368,-3.589,True,False,False,True,True,True,True,322.8,3
SBCL,4107.18,SBCL.NS,Shivalik Bimetal Controls Limited,NSE,712.7,9.67,61.8,49.7,True,True,True,True,40.4,85.2,-0.11,-3.146,False,False,False,True,True,True,True,783.0,3
SDBL,1473.65,SDBL.NS,Som Distilleries & Breweries Limited,NSE,74.64,56.86,34.2,19.4,False,False,True,True,25.3,88.2,-0.441,-1.452,False,False,False,True,True,False,True,75.5,3
SANGHVIMOV,3231.88,SANGHVIMOV.NS,Sanghvi Movers Limited,NSE,373.15,9.41,64.6,34.4,True,True,False,True,28.2,85.6,-0.308,-0.008,False,False,False,True,False,True,True,375.7,3
SANGINITA,,SANGINITA.NS,Sanginita Chemicals Limited,NSE,31.57,0.0,87.5,55.1,True,True,True,True,38.7,83.6,0.382,0.308,False,True,False,True,True,False,True,31.57,3
SCILAL,2111.47,SCILAL.NS,Shipping Corporation of India Land and Assets Limited,NSE,45.29,24.94,47.5,15.8,False,False,True,False,25.1,87.8,-0.423,-0.326,True,False,False,True,True,False,True,46.75,3
SAREGAMA,9173.88,SAREGAMA.NS,Saregama India Limited,NSE,476.2,18.6,75.2,54.7,True,True,False,True,33.4,83.6,0.117,5.689,False,True,False,False,True,True,True,489.0,3
SANSERA,18362.71,SANSERA.NS,Sansera Engineering Limited,NSE,2945.1,1.57,67.7,30.8,True,True,False,False,24.7,85.4,0.114,10.662,False,True,False,False,True,True,False,2975.0,3
SARDAEN,19252.36,SARDAEN.NS,Sarda Energy & Minerals Limited,NSE,546.55,14.57,50.4,22.2,True,False,True,True,18.8,89.6,-0.18,-0.323,True,False,False,True,True,True,True,549.9,3
SAPPHIRE,5704.55,SAPPHIRE.NS,Sapphire Foods India Limited,NSE,177.44,51.78,47.1,10.6,False,False,True,False,24.5,89.2,0.155,-0.661,False,True,True,True,True,True,True,179.0,3
SANSTAR,2148.66,SANSTAR.NS,Sanstar Limited,NSE,117.96,3.3,63.4,43.3,True,True,False,True,33.4,85.0,0.139,-0.1,False,True,False,False,False,True,True,120.0,3
SARLAPOLY,836.87,SARLAPOLY.NS,Sarla Performance Fibers Limited,NSE,100.21,21.4,63.7,27.2,True,True,True,True,21.1,84.2,0.1,-0.023,False,True,False,False,True,True,True,101.0,3
SCODATUBES,754.25,SCODATUBES.NS,Scoda Tubes Limited,NSE,125.82,45.5,37.7,27.1,False,False,False,True,27.9,87.8,-0.251,-1.396,True,False,False,False,True,True,True,129.12,3
SILGO,,SILGO.NS,Silgo Retail Limited,NSE,76.65,11.08,45.0,18.0,True,False,False,False,25.5,84.6,0.058,-0.171,False,True,True,True,True,False,False,78.5,3
SASKEN,3317.03,SASKEN.NS,Sasken Technologies Limited,NSE,2181.2,7.53,69.2,59.6,True,True,False,False,50.0,84.2,0.202,8.266,False,True,False,True,True,True,True,2358.7,3
SATIN,2664.56,SATIN.NS,Satin Creditcare Network Limited,NSE,241.39,2.27,75.0,53.4,True,True,False,True,38.3,83.8,-0.48,0.323,False,False,False,False,True,True,True,247.0,3
SUNFLAG,6714.98,SUNFLAG.NS,Sunflag Iron And Steel Company Limited,NSE,372.1,13.06,53.4,30.6,True,True,True,True,43.9,88.2,-0.182,-3.764,False,False,True,False,True,True,True,407.0,3
SUNDRMFAST,17650.78,SUNDRMFAST.NS,Sundram Fasteners Limited,NSE,840.15,22.21,49.0,16.1,False,False,True,False,14.9,88.4,-0.118,-3.469,False,False,True,True,False,True,True,869.9,3
STEELXIND,1542.81,STEELXIND.NS,STEEL EXCHANGE INDIA LIMITED,NSE,12.34,7.84,67.0,27.0,True,True,False,True,40.2,85.0,0.005,0.092,False,True,False,True,True,False,True,13.39,3
SATIA,541.5,SATIA.NS,Satia Industries Limited,NSE,54.07,44.54,25.8,35.6,False,False,True,True,28.6,89.6,-0.262,-0.775,True,False,False,True,True,False,True,63.25,3
SUPRAJIT,6517.0,SUPRAJIT.NS,Suprajit Engineering Limited,NSE,475.75,8.09,66.6,27.0,True,True,False,True,21.8,85.2,-0.462,2.769,False,False,False,False,True,True,False,478.75,3
SUNPHARMA,427923.31,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited,NSE,1782.2,7.01,42.3,19.7,True,False,True,True,15.8,86.6,-0.056,-13.368,False,False,False,True,False,True,False,1792.2,3
SUMEETINDS,1448.97,SUMEETINDS.NS,Sumeet Industries Limited,NSE,27.39,32.37,36.7,20.3,False,False,False,True,13.9,90.0,-0.018,-0.139,True,False,False,False,True,False,False,27.95,3
SUMICHEM,23604.6,SUMICHEM.NS,Sumitomo Chemical India Limited,NSE,472.05,29.02,51.5,18.4,True,True,True,True,21.6,88.2,0.157,-2.53,False,True,True,True,True,True,True,475.05,3
SUNTV,20350.53,SUNTV.NS,Sun TV Network Limited,NSE,516.55,21.82,42.5,37.7,False,False,False,True,27.2,90.8,-0.209,3.412,False,False,True,True,False,True,True,522.0,3
SULA,1316.53,SULA.NS,Sula Vineyards Limited,NSE,155.93,53.58,37.8,18.4,False,False,True,False,16.5,89.6,-0.388,-0.343,True,False,False,True,True,True,True,161.44,3
STOVEKRAFT,2146.68,STOVEKRAFT.NS,Stove Kraft Limited,NSE,649.25,20.23,74.6,47.1,True,True,False,True,21.9,83.8,-0.153,7.959,False,False,False,False,False,True,True,686.95,3
SUNTECK,4151.22,SUNTECK.NS,Sunteck Realty Limited,NSE,282.3,41.03,36.7,20.3,False,False,True,True,27.8,90.4,-0.289,-1.003,True,False,False,True,True,True,True,312.6,3
STYLEBAAZA,2514.23,STYLEBAAZA.NS,Baazar Style Retail Limited,NSE,337.8,20.89,43.5,26.6,True,False,True,False,34.0,87.4,-0.037,-3.895,True,False,True,True,True,True,True,340.0,3
SUDARSCHEM,6960.9,SUDARSCHEM.NS,Sudarshan Chemical Industries Limited,NSE,886.65,44.69,45.2,20.7,False,False,True,True,30.7,85.2,-0.249,-11.394,False,False,False,True,True,True,True,893.9,3
STLTECH,30234.66,STLTECH.NS,Sterlite Technologies Limited,NSE,619.25,8.92,82.2,69.0,True,True,True,False,67.9,84.0,0.258,12.607,False,True,False,True,True,True,True,679.9,3
SWSOLAR,4757.04,SWSOLAR.NS,Sterling and Wilson Renewable Energy Limited,NSE,203.67,41.63,56.7,16.0,False,True,True,False,25.1,90.2,-0.026,0.4,False,False,False,True,False,True,True,213.4,3
SYNGENE,17527.31,SYNGENE.NS,Syngene International Limited,NSE,434.25,40.4,41.3,26.5,False,False,True,False,24.5,89.2,-0.052,-4.759,False,False,False,True,True,True,True,448.65,3
SYNCOMF,1363.0,SYNCOMF.NS,Syncom Formulations (India) Limited,NSE,14.49,36.0,50.4,18.2,False,True,False,True,22.2,85.8,-0.063,-0.099,False,False,True,False,True,False,True,14.83,3
SYMPHONY,4719.79,SYMPHONY.NS,Symphony Limited,NSE,687.4,42.91,31.2,24.6,False,False,True,False,23.6,89.6,-0.436,-2.099,True,False,False,True,True,True,False,731.45,3
SYRMA,23650.66,SYRMA.NS,Syrma SGS Technology Limited,NSE,1226.8,0.58,79.6,45.6,True,True,False,False,31.6,84.2,-0.122,15.42,False,False,False,False,True,True,True,1234.0,3
SUBEXLTD,618.2,SUBEXLTD.NS,Subex Limited,NSE,10.97,36.18,57.9,23.4,False,True,True,False,34.0,88.0,-0.258,-0.06,False,False,True,True,True,False,True,11.34,3
SUPREMEIND,45756.98,SUPREMEIND.NS,Supreme Industries Limited,NSE,3602.0,23.99,50.8,14.2,False,False,True,False,12.4,91.4,-0.065,14.347,False,False,False,True,True,True,True,3640.7,3
SWIGGY,69187.26,SWIGGY.NS,Swiggy Limited,NSE,250.6,47.13,41.6,21.5,False,False,True,True,18.2,90.0,-0.151,0.208,False,False,False,True,False,True,False,262.95,3
TALBROAUTO,2165.11,TALBROAUTO.NS,Talbros Automotive Components Limited,NSE,350.75,5.91,62.0,56.9,True,True,False,True,31.3,86.0,-0.103,-1.101,False,False,False,True,True,True,True,372.8,3
SUPRIYA,7632.18,SUPRIYA.NS,Supriya Lifescience Limited,NSE,947.95,12.63,66.8,47.8,True,True,False,True,43.3,84.4,0.387,15.656,False,True,False,False,False,True,True,1085.0,3
SWANCORP,9754.78,SWANCORP.NS,SWAN CORP LIMITED,NSE,311.45,40.87,41.1,11.9,False,False,True,False,20.2,91.2,-0.211,-0.123,False,False,False,True,False,True,True,326.9,3
SUZLON,75928.93,SUZLON.NS,Suzlon Energy Limited,NSE,55.31,20.42,55.9,15.5,True,True,True,True,24.9,85.0,0.105,-0.164,False,True,False,False,False,False,True,55.69,3
SUVEN,6254.13,SUVEN.NS,Suven Life Sciences Limited,NSE,237.35,20.88,45.7,45.7,True,True,False,False,39.8,84.8,0.2,-3.793,False,True,False,False,True,True,True,242.7,3
TAJGVK,2081.38,TAJGVK.NS,Taj GVK Hotels & Resorts Limited,NSE,331.9,35.26,53.3,25.2,False,True,True,True,16.3,84.8,0.174,2.297,False,True,False,True,True,True,True,341.9,3
SURYODAY,1827.65,SURYODAY.NS,Suryoday Small Finance Bank Limited,NSE,171.83,9.93,66.2,40.6,True,True,True,False,32.3,87.0,-0.208,-0.136,True,False,True,True,True,True,False,184.79,3
SNOWMAN,625.24,SNOWMAN.NS,Snowman Logistics Limited,NSE,37.54,41.71,44.0,19.6,False,False,True,False,17.7,91.4,-0.312,-0.044,True,False,False,True,True,False,True,38.39,3
SMSPHARMA,3453.42,SMSPHARMA.NS,SMS Pharmaceuticals Limited,NSE,369.1,17.57,43.0,22.6,True,False,True,True,21.6,90.8,-0.353,-3.266,True,False,False,True,False,True,False,394.25,3
SOBHA,14357.33,SOBHA.NS,Sobha Limited,NSE,1342.6,22.51,40.0,24.3,False,False,True,False,20.4,88.2,0.07,-8.021,False,True,True,True,False,True,True,1433.0,3
SMCGLOBAL,1253.68,SMCGLOBAL.NS,SMC Global Securities Limited,NSE,59.88,36.9,38.4,17.6,False,False,True,False,17.0,88.4,-0.162,-0.199,False,False,False,True,True,False,True,63.4,3
SOLARA,2558.91,SOLARA.NS,Solara Active Pharma Sciences Limited,NSE,534.85,27.17,50.7,43.3,True,True,False,False,22.3,86.4,0.255,-4.253,False,True,True,True,False,True,True,549.0,3
SOLARINDS,166792.63,SOLARINDS.NS,Solar Industries India Limited,NSE,18441.0,2.29,67.2,44.5,True,True,False,True,27.6,84.6,0.218,-87.062,False,True,False,False,True,True,False,18799.0,3
SURYAROSNI,5618.27,SURYAROSNI.NS,Surya Roshni Limited,NSE,258.17,28.09,59.6,16.9,False,True,False,True,24.6,88.4,-0.111,1.675,False,False,True,False,False,True,True,265.03,3
SKYGOLD,8188.96,SKYGOLD.NS,SKY GOLD AND DIAMONDS LIMITED,NSE,528.45,10.43,60.8,43.6,True,True,False,True,36.6,84.2,0.041,5.257,False,True,False,False,True,True,False,549.9,3
SURAJEST,892.65,SURAJEST.NS,Suraj Estate Developers Limited,NSE,186.69,53.18,26.6,22.4,False,False,True,False,30.7,91.2,-0.562,-4.05,False,False,False,True,True,True,True,222.01,3
SINDHUTRAD,3928.83,SINDHUTRAD.NS,Sindhu Trade Links Limited,NSE,25.59,34.87,53.7,23.3,True,True,False,True,23.3,85.8,0.227,-0.061,False,True,False,True,True,False,True,25.8,3
SKMEGGPROD,1295.17,SKMEGGPROD.NS,SKM Egg Products Export (India) Limited,NSE,245.84,3.21,77.7,47.3,True,True,False,True,37.0,84.0,0.022,5.7,False,True,False,False,True,True,True,254.0,3
SILVERTUC,2274.97,SILVERTUC.NS,Silver Touch Technologies Limited,NSE,178.83,84.0,69.7,24.0,False,True,False,True,34.0,84.6,0.138,2.144,False,True,False,False,True,True,False,713.05,3
SIS,5889.18,SIS.NS,SIS LIMITED,NSE,417.05,5.14,67.3,45.5,True,True,True,True,33.1,83.6,0.012,0.017,False,True,False,False,True,True,True,439.65,3
SJS,6413.91,SJS.NS,S.J.S. Enterprises Limited,NSE,2003.8,6.27,56.7,39.0,True,True,True,True,25.6,84.4,-0.138,-11.653,False,False,True,False,True,True,True,2033.5,3
SIMPLEXINF,1914.11,SIMPLEXINF.NS,Simplex Infrastructures Limited,NSE,241.0,26.97,55.4,18.9,True,True,True,True,32.2,84.0,0.08,0.352,False,True,False,False,False,True,True,245.99,3
SKIPPER,6284.86,SKIPPER.NS,Skipper Limited,NSE,556.6,5.34,69.5,43.9,True,True,False,True,37.3,83.8,0.097,6.519,False,True,False,False,True,True,True,559.55,3
SIRCA,2383.59,SIRCA.NS,Sirca Paints India Limited,NSE,419.45,22.18,44.9,16.6,False,False,False,False,11.0,90.8,-0.193,0.151,False,False,True,True,False,True,True,424.0,3
SJVN,28946.87,SJVN.NS,SJVN Limited,NSE,73.68,30.39,46.1,12.7,False,False,True,False,15.7,89.4,-0.11,-0.176,True,False,False,True,False,False,True,74.4,3
SRM,1171.76,SRM.NS,SRM Contractors Limited,NSE,510.7,21.42,53.7,28.9,True,True,False,True,25.4,85.2,-0.449,-2.552,False,False,False,True,False,True,True,531.0,3
SIYSIL,2793.21,SIYSIL.NS,Siyaram Silk Mills Limited,NSE,615.65,27.47,61.1,16.9,True,True,False,True,19.5,84.2,0.042,1.435,False,True,False,False,True,True,True,618.8,3
STANLEY,811.18,STANLEY.NS,Stanley Lifestyles Limited,NSE,141.79,62.44,38.2,16.1,False,False,True,True,32.5,88.2,-0.551,-2.683,False,False,True,True,True,True,True,146.5,3
STARCEMENT,8441.31,STARCEMENT.NS,Star Cement Limited,NSE,209.06,32.33,37.5,16.8,False,False,False,True,14.3,88.2,-0.36,-0.908,False,False,False,False,True,True,True,216.75,3
STAR,9613.15,STAR.NS,Strides Pharma Science Limited,NSE,1044.6,15.14,38.7,30.0,True,False,False,False,20.5,87.6,-0.039,-19.587,False,False,False,True,True,True,True,1110.0,3
SONACOMS,37452.33,SONACOMS.NS,Sona BLW Precision Forgings Limited,NSE,602.3,3.14,55.2,12.3,True,True,True,False,15.4,85.4,0.016,-1.04,False,True,True,True,False,True,False,605.6,3
STCINDIA,729.0,STCINDIA.NS,The State Trading Corporation of India Limited,NSE,121.97,27.59,57.3,23.2,False,True,True,True,19.3,91.0,-0.279,0.36,False,False,True,True,False,True,True,122.7,3
SRF,80179.95,SRF.NS,SRF Limited,NSE,2704.9,18.65,54.0,13.4,False,True,True,True,16.3,87.8,-0.133,-3.809,False,False,False,True,False,True,True,2752.8,3
STALLION,2209.69,STALLION.NS,Stallion India Fluorochemicals Limited,NSE,189.9,55.19,67.3,29.4,True,True,False,True,34.4,84.2,0.123,1.823,False,True,False,False,False,True,True,207.64,3
SSWL,3568.0,SSWL.NS,Steel Strips Wheels Limited,NSE,226.89,18.97,64.5,19.1,True,True,False,True,16.8,83.8,-0.107,1.782,False,False,False,False,True,True,True,228.18,3
SOUTHWEST,780.65,SOUTHWEST.NS,South West Pinnacle Exploration Limited,NSE,262.75,4.45,59.2,25.6,True,True,True,False,23.5,84.8,-0.146,0.451,False,False,False,True,True,True,False,271.0,3
SPANDANA,1816.14,SPANDANA.NS,Spandana Sphoorty Financial Limited,NSE,255.0,16.62,52.2,16.8,True,True,True,False,30.3,88.0,-0.19,-1.813,True,False,True,True,True,True,True,261.55,3
STARHEALTH,30955.91,STARHEALTH.NS,Star Health and Allied Insurance Company Limited,NSE,526.0,10.28,57.8,38.8,True,True,True,False,21.7,89.4,-0.059,-0.578,False,False,True,True,True,True,True,531.85,3
SONATSOFTW,7469.11,SONATSOFTW.NS,Sonata Software Limited,NSE,265.7,41.32,49.2,28.2,False,False,True,True,23.1,88.0,-0.16,-0.823,True,False,True,False,False,True,True,269.04,3
SOTL,3835.27,SOTL.NS,Savita Oil Technologies Limited,NSE,560.5,6.43,83.6,47.0,True,True,False,True,44.0,84.2,0.221,13.137,False,True,False,False,True,True,True,599.0,3
SPARC,6894.46,SPARC.NS,Sun Pharma Advanced Research Company Limited,NSE,212.82,14.44,62.9,36.7,True,True,False,True,52.3,85.6,0.185,-0.907,False,True,False,True,True,True,True,248.75,3
SOUTHBANK,11514.91,SOUTHBANK.NS,The South Indian Bank Limited,NSE,44.0,6.06,66.7,22.7,True,True,True,True,17.3,84.0,0.119,0.372,False,True,False,False,True,False,False,46.84,3
SPORTKING,2291.74,SPORTKING.NS,Sportking India Limited,NSE,180.38,9.13,63.7,39.6,True,True,False,True,32.8,84.4,0.032,0.941,False,True,False,True,True,True,True,192.9,3
SPMLINFRA,1555.93,SPMLINFRA.NS,SPML Infra Limited,NSE,197.0,39.08,44.1,19.7,False,False,True,False,22.4,88.4,-0.221,-1.677,False,False,False,True,True,True,True,198.8,3
CARTRADE,9396.05,CARTRADE.NS,Cartrade Tech Limited,NSE,1958.4,40.48,63.0,21.7,False,True,True,True,24.3,88.2,0.041,19.279,False,True,True,False,False,True,True,2000.0,3
CARRARO,2967.93,CARRARO.NS,Carraro India Limited,NSE,522.5,21.73,40.4,27.8,True,False,True,True,29.0,90.2,-0.612,-8.098,False,False,False,True,False,True,True,530.0,3
SPIC,1417.74,SPIC.NS,Southern Petrochemicals Industries Corporation  Limited,NSE,69.64,45.68,50.2,13.9,False,True,False,True,16.0,85.6,-0.13,-0.227,False,False,True,True,False,False,True,70.75,3
CARBORUNIV,19873.23,CARBORUNIV.NS,Carborundum Universal Limited,NSE,1039.8,10.85,57.7,45.1,True,True,False,True,26.4,86.4,0.036,-9.018,True,True,True,True,True,True,True,1123.9,2
CASTROLIND,18150.4,CASTROLIND.NS,Castrol India Limited,NSE,183.52,21.04,51.0,10.8,False,True,True,False,6.4,88.8,-0.268,0.006,False,False,False,True,False,True,True,185.95,3
CCAVENUE,4890.5,CCAVENUE.NS,AvenuesAI Limited,NSE,14.01,40.74,49.2,9.8,False,False,True,False,15.5,91.0,-0.333,0.042,False,False,True,True,True,False,True,14.18,3
CCCL,655.4,CCCL.NS,Consolidated Construction Consortium Limited,NSE,14.67,49.19,41.1,9.4,False,False,True,False,27.1,90.2,-0.233,-0.002,True,False,False,True,True,False,True,16.27,3
SPLPETRO,13120.58,SPLPETRO.NS,Supreme Petrochem Limited,NSE,697.95,28.71,48.2,16.3,False,False,True,False,22.0,90.2,-0.128,3.59,False,False,False,True,True,True,True,709.35,3
